city,state_code,state_name,county,latitude,longitude
Kipton,OH,Ohio,Lorain,41.268056,-82.302222
Kirby,OH,Ohio,Wyandot,40.813056,-83.418611
Kirkersville,OH,Ohio,Licking,39.959444,-82.595833
Kitts Hill,OH,Ohio,Lawrence,38.564945,-82.548897
Kunkle,OH,Ohio,Williams,41.636667,-84.495278
La Rue,OH,Ohio,Marion,40.578879,-83.373397
Lacarne,OH,Ohio,Ottawa,41.527846,-83.024004
Lafayette,OH,Ohio,Allen,40.759167,-83.948333
Lafferty,OH,Ohio,Belmont,40.111667,-81.018333
Lagrange,OH,Ohio,Lorain,41.242278,-82.127918
Laings,OH,Ohio,Monroe,39.716944,-81.0125
Lake Milton,OH,Ohio,Mahoning,41.101354,-80.97235
Lakemore,OH,Ohio,Summit,41.020833,-81.436111
Lakeside Marblehead,OH,Ohio,Ottawa,41.52913,-82.771392
Lakeview,OH,Ohio,Logan,40.503033,-83.908139
Lakeville,OH,Ohio,Holmes,40.651965,-82.145477
Lakewood,OH,Ohio,Cuyahoga,41.482654,-81.797143
Lancaster,OH,Ohio,Fairfield,39.718697,-82.603074
Langsville,OH,Ohio,Meigs,39.056325,-82.231186
Lansing,OH,Ohio,Belmont,40.075556,-80.790278
Latham,OH,Ohio,Pike,39.080436,-83.328294
Latty,OH,Ohio,Paulding,41.088611,-84.585278
Laura,OH,Ohio,Miami,39.978492,-84.3994
Laurelville,OH,Ohio,Hocking,39.4757,-82.721219
Leavittsburg,OH,Ohio,Trumbull,41.244498,-80.886922
Lebanon,OH,Ohio,Warren,39.442047,-84.218754
Lees Creek,OH,Ohio,Clinton,39.42,-83.649444
Leesburg,OH,Ohio,Highland,39.345767,-83.548146
Leesville,OH,Ohio,Carroll,40.451667,-81.212222
Leetonia,OH,Ohio,Columbiana,40.863077,-80.758453
Leipsic,OH,Ohio,Putnam,41.109197,-83.995723
Lemoyne,OH,Ohio,Wood,41.495833,-83.474167
Lewis Center,OH,Ohio,Delaware,40.198333,-83.010278
Lewisburg,OH,Ohio,Preble,39.853404,-84.53685
Lewistown,OH,Ohio,Logan,40.42768,-83.920893
Lewisville,OH,Ohio,Monroe,39.768379,-81.231583
Liberty Center,OH,Ohio,Henry,41.451371,-83.985889
Lima,OH,Ohio,Allen,40.764066,-84.097296
Lima,OH,Ohio,Auglaize,40.675926,-84.144049
Limaville,OH,Ohio,Stark,40.981944,-81.148611
Lindsey,OH,Ohio,Sandusky,41.414747,-83.213474
Lisbon,OH,Ohio,Columbiana,40.759154,-80.758674
Litchfield,OH,Ohio,Medina,41.166847,-82.015674
Lithopolis,OH,Ohio,Fairfield,39.802778,-82.806389
Little Hocking,OH,Ohio,Washington,39.280046,-81.707107
Lockbourne,OH,Ohio,Franklin,39.814236,-82.976369
Lodi,OH,Ohio,Medina,41.032713,-82.014661
Logan,OH,Ohio,Hocking,39.537175,-82.412594
London,OH,Ohio,Madison,39.900074,-83.443899
Londonderry,OH,Ohio,Ross,39.272283,-82.783288
Long Bottom,OH,Ohio,Meigs,39.08015,-81.888748
Lorain,OH,Ohio,Lorain,41.457796,-82.171039
Lore City,OH,Ohio,Guernsey,40.045854,-81.447853
Loudonville,OH,Ohio,Ashland,40.636059,-82.23559
Louisville,OH,Ohio,Stark,40.847729,-81.259464
Loveland,OH,Ohio,Clermont,39.244484,-84.258802
Lowell,OH,Ohio,Washington,39.53847,-81.519679
Lowellville,OH,Ohio,Mahoning,41.050256,-80.541551
Lower Salem,OH,Ohio,Washington,39.593895,-81.35452
Lucas,OH,Ohio,Richland,40.70389,-82.408671
Lucasville,OH,Ohio,Scioto,38.893832,-82.994009
Luckey,OH,Ohio,Wood,41.451669,-83.467396
Ludlow Falls,OH,Ohio,Miami,39.987091,-84.333391
Lynchburg,OH,Ohio,Highland,39.211931,-83.802124
Lynx,OH,Ohio,Adams,38.773056,-83.413056
Lyons,OH,Ohio,Fulton,41.690546,-84.062351
Macedonia,OH,Ohio,Summit,41.322236,-81.499578
Macksburg,OH,Ohio,Washington,39.620356,-81.447088
Madison,OH,Ohio,Lake,41.805367,-81.058819
Magnetic Springs,OH,Ohio,Union,40.358023,-83.267142
Magnolia,OH,Ohio,Stark,40.651414,-81.307607
Maineville,OH,Ohio,Warren,39.313878,-84.252567
Malaga,OH,Ohio,Monroe,39.854722,-81.149444
Malinta,OH,Ohio,Henry,41.308425,-84.045731
Malta,OH,Ohio,Morgan,39.648212,-81.912746
Malvern,OH,Ohio,Carroll,40.684532,-81.18378
Manchester,OH,Ohio,Adams,38.698167,-83.618064
Mansfield,OH,Ohio,Richland,40.7633,-82.5138
Mantua,OH,Ohio,Portage,41.294141,-81.228259
Maple Heights,OH,Ohio,Cuyahoga,41.410513,-81.560339
Maplewood,OH,Ohio,Shelby,40.343743,-84.076657
Marathon,OH,Ohio,Clermont,39.144722,-84.006389
Marengo,OH,Ohio,Morrow,40.389512,-82.812136
Maria Stein,OH,Ohio,Mercer,40.406225,-84.507579
Marietta,OH,Ohio,Washington,39.428141,-81.464438
Marion,OH,Ohio,Marion,40.5886,-83.1286
Mark Center,OH,Ohio,Defiance,41.291669,-84.62778
Marshallville,OH,Ohio,Wayne,40.906677,-81.722527
Martel,OH,Ohio,Marion,40.670775,-82.90586
Martin,OH,Ohio,Ottawa,41.596249,-83.345536
Martins Ferry,OH,Ohio,Belmont,40.103597,-80.736125
Martinsburg,OH,Ohio,Knox,40.267954,-82.356691
Martinsville,OH,Ohio,Clinton,39.312705,-83.800545
Marysville,OH,Ohio,Union,40.247723,-83.362213
Mason,OH,Ohio,Warren,39.335741,-84.314935
Massillon,OH,Ohio,Stark,40.811605,-81.497263
Masury,OH,Ohio,Trumbull,41.22552,-80.532565
Maumee,OH,Ohio,Lucas,41.581682,-83.66283
Maximo,OH,Ohio,Stark,40.876389,-81.172222
Maynard,OH,Ohio,Belmont,40.123333,-80.879444
Mc Arthur,OH,Ohio,Vinton,39.255326,-82.490699
Mc Clure,OH,Ohio,Henry,41.377309,-83.942482
Mc Comb,OH,Ohio,Hancock,41.112498,-83.801423
Mc Cutchenville,OH,Ohio,Wyandot,40.975225,-83.263669
Mc Dermott,OH,Ohio,Scioto,38.836203,-83.068892
Mc Donald,OH,Ohio,Trumbull,41.158026,-80.731169
Mc Guffey,OH,Ohio,Hardin,40.693611,-83.787778
Mcconnelsville,OH,Ohio,Morgan,39.670014,-81.837625
Mechanicsburg,OH,Ohio,Champaign,40.064659,-83.572352
Mechanicstown,OH,Ohio,Carroll,40.626279,-80.956025
Medina,OH,Ohio,Medina,41.140415,-81.858351
Medway,OH,Ohio,Clark,39.879774,-84.026808
Melmore,OH,Ohio,Seneca,41.038954,-83.143238
Melrose,OH,Ohio,Paulding,41.092222,-84.419722
Mendon,OH,Ohio,Mercer,40.677737,-84.51515
Mentor,OH,Ohio,Lake,41.689468,-81.342133
Mesopotamia,OH,Ohio,Trumbull,41.458333,-80.955278
Metamora,OH,Ohio,Fulton,41.695233,-83.925972
Miamisburg,OH,Ohio,Montgomery,39.632095,-84.267477
Miamitown,OH,Ohio,Hamilton,39.215833,-84.704167
Miamiville,OH,Ohio,Clermont,39.2125,-84.299444
Middle Bass,OH,Ohio,Ottawa,41.678889,-82.812222
Middle Point,OH,Ohio,Van Wert,40.873147,-84.417495
Middlebranch,OH,Ohio,Stark,40.89,-81.328889
Middleburg,OH,Ohio,Logan,40.2925,-83.5825
Middlefield,OH,Ohio,Geauga,41.445547,-81.037338
Middleport,OH,Ohio,Meigs,38.999312,-82.060012
Middletown,OH,Ohio,Butler,39.532121,-84.389601
Midland,OH,Ohio,Clinton,39.29169,-83.893131
Midvale,OH,Ohio,Tuscarawas,40.437778,-81.373333
Milan,OH,Ohio,Erie,41.311065,-82.612565
Milford,OH,Ohio,Clermont,39.179987,-84.243814
Milford Center,OH,Ohio,Union,40.181666,-83.437333
Millbury,OH,Ohio,Wood,41.56106,-83.438083
Milledgeville,OH,Ohio,Fayette,39.592778,-83.5875
Miller City,OH,Ohio,Putnam,41.102778,-84.131389
Millersburg,OH,Ohio,Holmes,40.556683,-81.832383
Millersport,OH,Ohio,Fairfield,39.899307,-82.528348
Millfield,OH,Ohio,Athens,39.407711,-82.111328
Milton Center,OH,Ohio,Wood,41.3025,-83.828889
Mineral City,OH,Ohio,Tuscarawas,40.625686,-81.354561
Mineral Ridge,OH,Ohio,Trumbull,41.131843,-80.755293
Minerva,OH,Ohio,Stark,40.742049,-81.103076
Minford,OH,Ohio,Scioto,38.875087,-82.855538
Mingo,OH,Ohio,Champaign,40.208056,-83.638333
Mingo Junction,OH,Ohio,Jefferson,40.320256,-80.625021
Minster,OH,Ohio,Auglaize,40.390983,-84.372895
Mogadore,OH,Ohio,Portage,41.038196,-81.358963
Monclova,OH,Ohio,Lucas,41.568416,-83.775718
Monroe,OH,Ohio,Butler,39.441285,-84.365196
Monroeville,OH,Ohio,Huron,41.218074,-82.70233
Montezuma,OH,Ohio,Mercer,40.488889,-84.548611
Montpelier,OH,Ohio,Williams,41.59821,-84.614703
Montville,OH,Ohio,Geauga,41.603446,-81.057036
Morral,OH,Ohio,Marion,40.695366,-83.204606
Morristown,OH,Ohio,Belmont,40.063056,-81.074444
Morrow,OH,Ohio,Warren,39.347619,-84.118085
Moscow,OH,Ohio,Clermont,38.858255,-84.195824
Mount Blanchard,OH,Ohio,Hancock,40.892929,-83.555286
Mount Cory,OH,Ohio,Hancock,40.943717,-83.809285
Mount Eaton,OH,Ohio,Wayne,40.694444,-81.703333
Mount Gilead,OH,Ohio,Morrow,40.538371,-82.806235
Mount Hope,OH,Ohio,Holmes,40.623889,-81.784722
Mount Liberty,OH,Ohio,Knox,40.346667,-82.630278
Mount Orab,OH,Ohio,Brown,39.045368,-83.948027
Mount Perry,OH,Ohio,Perry,39.878798,-82.188039
Mount Pleasant,OH,Ohio,Jefferson,40.175278,-80.798056
Mount Saint Joseph,OH,Ohio,Hamilton,39.098333,-84.648333
Mount Sterling,OH,Ohio,Madison,39.717506,-83.280618
Mount Vernon,OH,Ohio,Knox,40.384937,-82.487286
Mount Victory,OH,Ohio,Hardin,40.52321,-83.494165
Mowrystown,OH,Ohio,Highland,39.038333,-83.748611
Moxahala,OH,Ohio,Perry,39.6625,-82.136389
Munroe Falls,OH,Ohio,Summit,41.14202,-81.437565
Murray City,OH,Ohio,Hocking,39.511389,-82.163611
Nankin,OH,Ohio,Ashland,40.921389,-82.281944
Napoleon,OH,Ohio,Henry,41.390969,-84.143271
Nashport,OH,Ohio,Muskingum,40.038588,-82.09976
Nashville,OH,Ohio,Holmes,40.596111,-82.112222
Navarre,OH,Ohio,Stark,40.720405,-81.533824
Neapolis,OH,Ohio,Lucas,41.492778,-83.873333
Neffs,OH,Ohio,Belmont,40.027222,-80.815278
Negley,OH,Ohio,Columbiana,40.774601,-80.564497
Nelsonville,OH,Ohio,Athens,39.455635,-82.230883
Nevada,OH,Ohio,Wyandot,40.825946,-83.126567
Neville,OH,Ohio,Clermont,38.81,-84.212222
New Albany,OH,Ohio,Franklin,40.084686,-82.798793
New Athens,OH,Ohio,Harrison,40.184722,-80.995833
New Bavaria,OH,Ohio,Henry,41.208649,-84.191336
New Bloomington,OH,Ohio,Marion,40.607301,-83.322351
New Bremen,OH,Ohio,Auglaize,40.438917,-84.3821
New Carlisle,OH,Ohio,Clark,39.930025,-84.021704
New Concord,OH,Ohio,Muskingum,40.008798,-81.738727
New Hampshire,OH,Ohio,Auglaize,40.556111,-83.952778
New Haven,OH,Ohio,Huron,41.031667,-82.681667
New Holland,OH,Ohio,Pickaway,39.558897,-83.250429
New Knoxville,OH,Ohio,Auglaize,40.50386,-84.311797
New Lebanon,OH,Ohio,Montgomery,39.739798,-84.395591
New Lexington,OH,Ohio,Perry,39.717438,-82.201884
New London,OH,Ohio,Huron,41.090575,-82.396588
New Madison,OH,Ohio,Darke,39.968711,-84.722211
New Marshfield,OH,Ohio,Athens,39.338295,-82.222513
New Matamoras,OH,Ohio,Washington,39.528819,-81.093998
New Middletown,OH,Ohio,Mahoning,40.964607,-80.553415
New Paris,OH,Ohio,Preble,39.861718,-84.779337
New Philadelphia,OH,Ohio,Tuscarawas,40.484539,-81.435827
New Plymouth,OH,Ohio,Vinton,39.388421,-82.389172
New Richmond,OH,Ohio,Clermont,38.953663,-84.237903
New Riegel,OH,Ohio,Seneca,41.036058,-83.241807
New Rumley,OH,Ohio,Harrison,40.401667,-81.031111
New Springfield,OH,Ohio,Mahoning,40.926517,-80.585585
New Straitsville,OH,Ohio,Perry,39.586872,-82.248804
New Vienna,OH,Ohio,Clinton,39.332058,-83.688171
New Washington,OH,Ohio,Crawford,40.957076,-82.850359
New Waterford,OH,Ohio,Columbiana,40.848941,-80.620855
New Weston,OH,Ohio,Darke,40.334923,-84.630792
Newark,OH,Ohio,Licking,40.072429,-82.404565
Newbury,OH,Ohio,Geauga,41.475022,-81.23452
Newcomerstown,OH,Ohio,Tuscarawas,40.273895,-81.593969
Newport,OH,Ohio,Washington,39.39711,-81.240175
Newton Falls,OH,Ohio,Trumbull,41.191047,-80.970135
Newtonsville,OH,Ohio,Clermont,39.181944,-84.086389
Ney,OH,Ohio,Defiance,41.378083,-84.526921
Niles,OH,Ohio,Trumbull,41.182414,-80.755775
North Baltimore,OH,Ohio,Wood,41.186703,-83.680581
North Bend,OH,Ohio,Hamilton,39.153605,-84.727261
North Benton,OH,Ohio,Portage,40.987579,-81.016168
North Bloomfield,OH,Ohio,Trumbull,41.456887,-80.806835
North Canton,OH,Ohio,Stark,40.889919,-81.413464
North Fairfield,OH,Ohio,Huron,41.102987,-82.599801
North Georgetown,OH,Ohio,Columbiana,40.843056,-80.986111
North Hampton,OH,Ohio,Clark,39.99,-83.94
North Jackson,OH,Ohio,Mahoning,41.088044,-80.86225
North Kingsville,OH,Ohio,Ashtabula,41.905833,-80.690556
North Lawrence,OH,Ohio,Stark,40.838652,-81.629946
North Lewisburg,OH,Ohio,Champaign,40.222871,-83.561476
North Lima,OH,Ohio,Mahoning,40.964866,-80.654911
North Olmsted,OH,Ohio,Cuyahoga,41.420129,-81.913056
North Ridgeville,OH,Ohio,Lorain,41.396432,-82.003323
North Robinson,OH,Ohio,Crawford,40.7925,-82.857222
North Royalton,OH,Ohio,Cuyahoga,41.323164,-81.745657
North Star,OH,Ohio,Darke,40.324722,-84.570556
Northfield,OH,Ohio,Summit,41.320821,-81.542943
Northwood,OH,Ohio,Wood,41.607986,-83.48056
Norwalk,OH,Ohio,Huron,41.240314,-82.60785
Norwich,OH,Ohio,Muskingum,39.993438,-81.802425
Nova,OH,Ohio,Ashland,41.028215,-82.338439
Novelty,OH,Ohio,Geauga,41.476288,-81.334228
Oak Harbor,OH,Ohio,Ottawa,41.523556,-83.127764
Oak Hill,OH,Ohio,Jackson,38.891559,-82.588343
Oakwood,OH,Ohio,Paulding,41.090788,-84.396923
Oberlin,OH,Ohio,Lorain,41.28987,-82.222863
Oceola,OH,Ohio,Crawford,40.844722,-83.093889
Ohio City,OH,Ohio,Van Wert,40.785428,-84.673063
Okeana,OH,Ohio,Butler,39.353732,-84.776149
Okolona,OH,Ohio,Henry,41.392222,-84.125278
Old Fort,OH,Ohio,Seneca,41.24,-83.15
Old Washington,OH,Ohio,Guernsey,40.038611,-81.444722
Olmsted Falls,OH,Ohio,Cuyahoga,41.373351,-81.915769
Ontario,OH,Ohio,Richland,40.759444,-82.590278
Orangeville,OH,Ohio,Trumbull,41.339167,-80.519167
Oregon,OH,Ohio,Lucas,41.641842,-83.471366
Oregonia,OH,Ohio,Warren,39.414479,-84.051136
Orient,OH,Ohio,Pickaway,39.795386,-83.154317
Orrville,OH,Ohio,Wayne,40.845836,-81.774109
Orwell,OH,Ohio,Ashtabula,41.533456,-80.839671
Osgood,OH,Ohio,Darke,40.339722,-84.495278
Ostrander,OH,Ohio,Delaware,40.273971,-83.197813
Ottawa,OH,Ohio,Putnam,41.029747,-84.047293
Ottoville,OH,Ohio,Putnam,40.937218,-84.347392
Otway,OH,Ohio,Scioto,38.85203,-83.222172
Overpeck,OH,Ohio,Butler,39.450833,-84.514444
Owensville,OH,Ohio,Clermont,39.1225,-84.135833
Oxford,OH,Ohio,Butler,39.503838,-84.738518
Painesville,OH,Ohio,Lake,41.714014,-81.243665
Palestine,OH,Ohio,Darke,40.049444,-84.743333
Pandora,OH,Ohio,Putnam,40.95087,-83.952073
Paris,OH,Ohio,Stark,40.801413,-81.15399
Parkman,OH,Ohio,Geauga,41.370556,-81.065278
Pataskala,OH,Ohio,Licking,40.000925,-82.668656
Patriot,OH,Ohio,Gallia,38.77702,-82.427491
Paulding,OH,Ohio,Paulding,41.141016,-84.572227
Payne,OH,Ohio,Paulding,41.08069,-84.734127
Pedro,OH,Ohio,Lawrence,38.650323,-82.647722
Peebles,OH,Ohio,Adams,38.986885,-83.368698
Pemberton,OH,Ohio,Shelby,40.294722,-84.0325
Pemberville,OH,Ohio,Wood,41.402258,-83.473642
Peninsula,OH,Ohio,Summit,41.225579,-81.540013
Perry,OH,Ohio,Lake,41.767916,-81.143312
Perrysburg,OH,Ohio,Wood,41.542926,-83.592727
Perrysville,OH,Ohio,Ashland,40.660626,-82.321307
Petersburg,OH,Ohio,Mahoning,40.904861,-80.540031
Pettisville,OH,Ohio,Fulton,41.530556,-84.229722
Phillipsburg,OH,Ohio,Montgomery,39.904444,-84.401667
Philo,OH,Ohio,Muskingum,39.845773,-81.917479
Pickerington,OH,Ohio,Fairfield,39.906062,-82.756267
Piedmont,OH,Ohio,Belmont,40.150716,-81.214494
Pierpont,OH,Ohio,Ashtabula,41.767661,-80.574114
Piketon,OH,Ohio,Pike,39.040196,-83.076742
Piney Fork,OH,Ohio,Jefferson,40.207778,-80.760556
Pioneer,OH,Ohio,Williams,41.665619,-84.536324
Piqua,OH,Ohio,Miami,40.148621,-84.253053
Pitsburg,OH,Ohio,Darke,39.9875,-84.4875
Plain City,OH,Ohio,Madison,40.097356,-83.269049
Plainfield,OH,Ohio,Coshocton,40.209444,-81.719722
Pleasant City,OH,Ohio,Guernsey,39.909514,-81.55797
Pleasant Hill,OH,Ohio,Miami,40.053136,-84.343634
Pleasant Plain,OH,Ohio,Warren,39.288382,-84.096736
Pleasantville,OH,Ohio,Fairfield,39.822684,-82.504268
Plymouth,OH,Ohio,Huron,41.00031,-82.663492
Polk,OH,Ohio,Ashland,40.934293,-82.212587
Pomeroy,OH,Ohio,Meigs,39.060729,-82.033145
Port Clinton,OH,Ohio,Ottawa,41.521535,-82.909368
Port Jefferson,OH,Ohio,Shelby,40.328611,-84.094444
Port Washington,OH,Ohio,Tuscarawas,40.340359,-81.521518
Port William,OH,Ohio,Clinton,39.551944,-83.786389
Portage,OH,Ohio,Wood,41.312702,-83.614299
Portland,OH,Ohio,Meigs,38.999919,-81.813548
Portsmouth,OH,Ohio,Scioto,38.757252,-82.94864
Potsdam,OH,Ohio,Miami,39.963333,-84.4175
Powell,OH,Ohio,Delaware,40.152652,-83.074921
Powhatan Point,OH,Ohio,Belmont,39.867935,-80.8168
Proctorville,OH,Ohio,Lawrence,38.463461,-82.352294
Prospect,OH,Ohio,Marion,40.472659,-83.176295
Put In Bay,OH,Ohio,Ottawa,41.651356,-82.822593
Quaker City,OH,Ohio,Guernsey,39.986576,-81.289883
Quincy,OH,Ohio,Logan,40.287606,-83.974411
Racine,OH,Ohio,Meigs,38.978551,-81.925759
Radnor,OH,Ohio,Delaware,40.391779,-83.178074
Randolph,OH,Ohio,Portage,41.032778,-81.248611
Rarden,OH,Ohio,Scioto,38.943388,-83.237337
Ravenna,OH,Ohio,Portage,41.164886,-81.233656
Rawson,OH,Ohio,Hancock,41.000135,-83.806951
Ray,OH,Ohio,Vinton,39.207678,-82.690801
Rayland,OH,Ohio,Jefferson,40.208274,-80.712534
Raymond,OH,Ohio,Union,40.247321,-83.364927
Reedsville,OH,Ohio,Meigs,39.149002,-81.792433
Reesville,OH,Ohio,Clinton,39.482222,-83.676944
Reno,OH,Ohio,Washington,39.378408,-81.38043
Republic,OH,Ohio,Seneca,41.125876,-83.019407
Reynoldsburg,OH,Ohio,Franklin,39.955145,-82.803454
Richfield,OH,Ohio,Summit,41.23712,-81.646668
Richmond,OH,Ohio,Jefferson,40.426061,-80.76128
Richmond Dale,OH,Ohio,Ross,39.203922,-82.814913
Richwood,OH,Ohio,Union,40.43698,-83.313639
Ridgeville Corners,OH,Ohio,Henry,41.437778,-84.2575
Ridgeway,OH,Ohio,Hardin,40.520923,-83.570161
Rio Grande,OH,Ohio,Gallia,38.879444,-82.380556
Ripley,OH,Ohio,Brown,38.755095,-83.822677
Risingsun,OH,Ohio,Wood,41.270639,-83.43259
Rittman,OH,Ohio,Wayne,40.968381,-81.782599
Robertsville,OH,Ohio,Stark,40.763056,-81.189722
Rock Camp,OH,Ohio,Lawrence,38.522145,-82.563832
Rock Creek,OH,Ohio,Ashtabula,41.6651,-80.885134
Rockbridge,OH,Ohio,Hocking,39.550907,-82.562572
Rockford,OH,Ohio,Mercer,40.677077,-84.664174
Rocky Ridge,OH,Ohio,Ottawa,41.533333,-83.2125
Rocky River,OH,Ohio,Cuyahoga,41.469401,-81.851246
Rogers,OH,Ohio,Columbiana,40.778943,-80.620237
Rome,OH,Ohio,Ashtabula,41.602629,-80.832075
Rootstown,OH,Ohio,Portage,41.099534,-81.202642
Roseville,OH,Ohio,Muskingum,39.818656,-82.079212
Rosewood,OH,Ohio,Champaign,40.218889,-83.960833
Ross,OH,Ohio,Butler,39.312222,-84.650556
Rossburg,OH,Ohio,Darke,40.29465,-84.626419
Rossford,OH,Ohio,Wood,41.604908,-83.563793
Roundhead,OH,Ohio,Hardin,40.580337,-83.848502
Rudolph,OH,Ohio,Wood,41.296734,-83.683212
Rushsylvania,OH,Ohio,Logan,40.465808,-83.659789
Rushville,OH,Ohio,Fairfield,39.767375,-82.427981
Russells Point,OH,Ohio,Logan,40.474956,-83.879825
Russellville,OH,Ohio,Brown,38.851128,-83.762459
Russia,OH,Ohio,Shelby,40.234065,-84.412255
Rutland,OH,Ohio,Meigs,39.045653,-82.121914
Sabina,OH,Ohio,Clinton,39.490022,-83.650252
Saint Clairsville,OH,Ohio,Belmont,40.083439,-80.902285
Saint Henry,OH,Ohio,Mercer,40.409138,-84.633338
Saint Johns,OH,Ohio,Auglaize,40.555833,-84.083611
Saint Louisville,OH,Ohio,Licking,40.181776,-82.356015
Saint Marys,OH,Ohio,Auglaize,40.543988,-84.394399
Saint Paris,OH,Ohio,Champaign,40.105755,-83.963062
Salem,OH,Ohio,Columbiana,40.900024,-80.861883
Salesville,OH,Ohio,Guernsey,40.008146,-81.372793
Salineville,OH,Ohio,Columbiana,40.619525,-80.834977
Sandusky,OH,Ohio,Erie,41.434878,-82.70633
Sandyville,OH,Ohio,Tuscarawas,40.640278,-81.3725
Sarahsville,OH,Ohio,Noble,39.793846,-81.467825
Sardinia,OH,Ohio,Brown,38.983232,-83.796649
Sardis,OH,Ohio,Monroe,39.652639,-80.924308
Savannah,OH,Ohio,Ashland,40.945382,-82.344272
Scio,OH,Ohio,Harrison,40.40116,-81.101577
Scioto Furnace,OH,Ohio,Scioto,38.798611,-82.765
Scott,OH,Ohio,Van Wert,40.989238,-84.584455
Scottown,OH,Ohio,Lawrence,38.594034,-82.396685
Seaman,OH,Ohio,Adams,38.962072,-83.593625
Sebring,OH,Ohio,Mahoning,40.922694,-81.023191
Sedalia,OH,Ohio,Madison,39.7325,-83.475278
Senecaville,OH,Ohio,Guernsey,39.933719,-81.458043
Seven Mile,OH,Ohio,Butler,39.48,-84.551944
Seville,OH,Ohio,Medina,41.022731,-81.856199
Shade,OH,Ohio,Athens,39.212862,-82.021755
Shadyside,OH,Ohio,Belmont,39.967497,-80.764309
Shandon,OH,Ohio,Butler,39.326389,-84.714722
Sharon Center,OH,Ohio,Medina,41.099722,-81.735833
Sharpsburg,OH,Ohio,Athens,39.435833,-81.911667
Shauck,OH,Ohio,Morrow,40.620833,-82.661944
Shawnee,OH,Ohio,Perry,39.610984,-82.208459
Sheffield Lake,OH,Ohio,Lorain,41.482276,-82.096497
Shelby,OH,Ohio,Richland,40.878432,-82.654949
Sherrodsville,OH,Ohio,Carroll,40.518418,-81.233945
Sherwood,OH,Ohio,Defiance,41.294593,-84.541674
Shiloh,OH,Ohio,Richland,40.934015,-82.522155
Shreve,OH,Ohio,Wayne,40.692584,-82.032451
Sidney,OH,Ohio,Shelby,40.287357,-84.162223
Sinking Spring,OH,Ohio,Highland,39.072778,-83.386944
Smithfield,OH,Ohio,Jefferson,40.270833,-80.781667
Smithville,OH,Ohio,Wayne,40.859228,-81.863328
Solon,OH,Ohio,Cuyahoga,41.386597,-81.442082
Somerdale,OH,Ohio,Tuscarawas,40.566389,-81.360833
Somerset,OH,Ohio,Perry,39.793615,-82.29911
Somerville,OH,Ohio,Butler,39.555366,-84.621911
South Bloomingville,OH,Ohio,Hocking,39.374145,-82.639404
South Charleston,OH,Ohio,Clark,39.846939,-83.660787
South Lebanon,OH,Ohio,Warren,39.371451,-84.210783
South Point,OH,Ohio,Lawrence,38.433856,-82.552883
South Salem,OH,Ohio,Ross,39.302137,-83.271953
South Solon,OH,Ohio,Madison,39.742295,-83.596984
South Vienna,OH,Ohio,Clark,39.94732,-83.615704
South Webster,OH,Ohio,Scioto,38.819967,-82.720151
Southington,OH,Ohio,Trumbull,41.298312,-80.948474
Sparta,OH,Ohio,Morrow,40.373492,-82.697034
Spencer,OH,Ohio,Medina,41.098287,-82.099907
Spencerville,OH,Ohio,Allen,40.703767,-84.34125
Spring Valley,OH,Ohio,Greene,39.602761,-84.101583
Springboro,OH,Ohio,Warren,39.562975,-84.228774
Springfield,OH,Ohio,Clark,39.924167,-83.808889
Stafford,OH,Ohio,Monroe,39.713333,-81.276389
Sterling,OH,Ohio,Wayne,40.953263,-81.851914
Steubenville,OH,Ohio,Jefferson,40.370638,-80.66115
Stewart,OH,Ohio,Athens,39.32133,-81.892884
Stillwater,OH,Ohio,Tuscarawas,40.323333,-81.308611
Stockdale,OH,Ohio,Pike,38.956389,-82.858333
Stockport,OH,Ohio,Morgan,39.561434,-81.825251
Stone Creek,OH,Ohio,Tuscarawas,40.405188,-81.589018
Stony Ridge,OH,Ohio,Wood,41.510278,-83.507222
Stout,OH,Ohio,Adams,38.654588,-83.208984
Stoutsville,OH,Ohio,Fairfield,39.60672,-82.819279
Stow,OH,Ohio,Summit,41.174808,-81.438017
Strasburg,OH,Ohio,Tuscarawas,40.60028,-81.536646
Stratton,OH,Ohio,Jefferson,40.521667,-80.626389
Streetsboro,OH,Ohio,Portage,41.249099,-81.338298
Strongsville,OH,Ohio,Cuyahoga,41.313218,-81.828457
Struthers,OH,Ohio,Mahoning,41.050847,-80.598487
Stryker,OH,Ohio,Williams,41.486123,-84.408914
Sugar Grove,OH,Ohio,Fairfield,39.627699,-82.532113
Sugarcreek,OH,Ohio,Tuscarawas,40.514785,-81.660356
Sullivan,OH,Ohio,Ashland,41.036818,-82.217217
Sulphur Springs,OH,Ohio,Crawford,40.870833,-82.877222
Summerfield,OH,Ohio,Noble,39.803597,-81.331993
Summit Station,OH,Ohio,Licking,39.996944,-82.752222
Summitville,OH,Ohio,Columbiana,40.678056,-80.886389
Sunbury,OH,Ohio,Delaware,40.265499,-82.851051
Swanton,OH,Ohio,Fulton,41.594497,-83.871821
Sycamore,OH,Ohio,Wyandot,40.941299,-83.149176
Sycamore Valley,OH,Ohio,Monroe,39.666389,-81.243611
Sylvania,OH,Ohio,Lucas,41.707985,-83.706825
Syracuse,OH,Ohio,Meigs,38.9975,-81.974167
Tallmadge,OH,Ohio,Summit,41.097492,-81.425966
Tarlton,OH,Ohio,Pickaway,39.555833,-82.776111
