Church,Address,Phone,Communities Served,Category,Day,Time Start,Time End,Service Name,Schedule Type,Language,Location,Pattern,Event Date,Time Relation,Reference Service,Notes
Our Lady of Victory,"1559 Roxbury Rd, Columbus, Ohio 43212-2723",(614) 488-2428,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,12:00 PM,,Mass,special_event,english,,,2026-02-18,,,Mass
Our Lady of Victory,"1559 Roxbury Rd, Columbus, Ohio 43212-2723",(614) 488-2428,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,6:00 PM,,Mass,special_event,english,,,2026-02-18,,,Mass
Our Lady of Victory,"1559 Roxbury Rd, Columbus, Ohio 43212-2723",(614) 488-2428,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,8:30 AM,,Mass,special_event,english,,,2026-02-18,,,Mass
Our Lady of Victory,"1559 Roxbury Rd, Columbus, Ohio 43212-2723",(614) 488-2428,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,Fri,9:00 AM,10:00 AM,Adoration,specific_weekday,English,,,,,,exposition; benediction
Our Lady of Victory,"1559 Roxbury Rd, Columbus, Ohio 43212-2723",(614) 488-2428,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,,12:30 PM,1:30 PM,Adoration,monthly,English,,first_wednesday,,,,1st of the Month; note: Following the Noon Mass
Our Lady of the Miraculous Medal,"5225 Refugee Rd, Columbus, Ohio 43232",(614) 861-1242,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,9:00 AM,,Mass,special_event,English,,,2026-01-22,,,Mass; Men of the Medal; The Men of the Medal Prayer Group will meet this Saturday morning January 10th from 9-11 at Miraculous Medal. 5225 Refugee Rd. We will watch a...
Our Lady of the Miraculous Medal,"5225 Refugee Rd, Columbus, Ohio 43232",(614) 861-1242,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,,9:30 AM,10:30 AM,"Adoration, Prayer and Benediction",special_event,English,,,2026-01-16,,,"Adoration, Prayer and Benediction"
Our Lady of the Miraculous Medal,"5225 Refugee Rd, Columbus, Ohio 43232",(614) 861-1242,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Education,,11:30 AM,1:00 PM,Bible Study,special_event,English,,,2026-01-18,,,Bible Study
Our Lady of the Miraculous Medal,"5225 Refugee Rd, Columbus, Ohio 43232",(614) 861-1242,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Education,,1:00 PM,3:00 PM,High School Bible Study,special_event,English,,,2026-01-18,,,High School Bible Study
Pontifical College Josephinum,"7625 N High St, Columbus, Ohio 43235",16148855585,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,TBD,,2026 Good Shepherd Dinner,parish_event,English,,,,,,check bulletin
Pontifical College Josephinum,"7625 N High St, Columbus, Ohio 43235",16148855585,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,TBD,,Basketball Tournament,parish_event,English,,,,,,check bulletin
Pontifical College Josephinum,"7625 N High St, Columbus, Ohio 43235",16148855585,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,TBD,,FOJ Day of Recollection,parish_event,English,,,,,,check bulletin
Pontifical College Josephinum,"7625 N High St, Columbus, Ohio 43235",16148855585,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,TBD,,2026 Laghi Lecture,parish_event,English,,,,,,check bulletin
Pontifical College Josephinum,"7625 N High St, Columbus, Ohio 43235",16148855585,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,TBD,,"Spring ""Come, and See"" Live-In",parish_event,English,,,,,,check bulletin
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Mon,9:00 AM,,Mass,weekday,english,,,,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Tue,7:00 PM,,Mass,specific_weekday,english,,,,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Tue,9:00 AM,,Mass,weekday,english,,,,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Wed,9:00 AM,,Mass,weekday,english,,,,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Wed,9:00 AM,,Mass,specific_weekday,english,,,,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Thu,9:00 AM,,Mass,weekday,english,,,,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Fri,9:00 AM,,Mass,specific_weekday,english,,,,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Fri,9:00 AM,,Mass,weekday,english,,,,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Sat,5:00 PM,,Mass,saturday,english,,,,,,vigil
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Sun,11:00 AM,,Mass,sunday,english,,,,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Sun,9:00 AM,,Mass,sunday,english,,,,,,livestream
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,5:00 PM,,Children's Mass,parish_event,English,Church,,,,,once each month through; note: with Children's choir
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,9:00 AM,,Mass,monthly,english,,first_saturday_(recurring),,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,Tue,TBD,,Reconciliation-Confession,other,English,,,,after,Mass,Tuesday after Mass; Every following the Mass
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,Sat,4:00 PM,4:30 PM,Reconciliation-Confession,saturday,English,,,,,,
Resurrection,"6300 E Dublin - Granville Rd, New Albany, Ohio 43054-8592",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,Sat,4:00 PM,4:30 PM,Reconciliation-Confession,other,English,,,,,,Every
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Thu,7:00 PM,,Mass,specific_weekday,English,Sacred Heart,,,,,
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Fri,7:00 PM,,Mass,specific_weekday,English,Sacred Heart,,,,,
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Sat,4:00 PM,,Mass,saturday,English,Sacred Heart,,,,,vigil
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Sun,11:30 AM,,Mass,sunday,English,Sacred Heart,,,,,
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,11:30 AM,,Palm Sunday Mass,special_event,English,Sacred Heart,,2026-03-29,,,Palm Sunday Mass
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,11:30 AM,,Easter Sunday Mass,special_event,English,Sacred Heart,,2026-04-05,,,Easter Sunday Mass
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,11:30 AM,,Divine Mercy Sunday Mass,special_event,English,Sacred Heart,,2026-04-12,,,Divine Mercy Sunday Mass
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,12:00 PM,,Ash Wednesday Mass,special_event,English,Sacred Heart,,2026-02-18,,,Ash Wednesday Mass
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,4:30 PM,,Palm Sunday Mass,special_event,English,Sacred Heart,,2026-03-28,,,Palm Sunday Mass
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,4:30 PM,,Easter Vigil Mass,special_event,English,Sacred Heart,,2026-04-04,,,Easter Vigil Mass
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,4:30 PM,,Divine Mercy Sunday Mass,special_event,English,Sacred Heart,,2026-04-11,,,Divine Mercy Sunday Mass
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,6:30 PM,,Holy Thursday Mass,special_event,English,Sacred Heart,,2026-04-02,,,Holy Thursday Mass
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,Thu,6:00 PM,7:00 PM,Confession,specific_weekday,English,Sacred Heart,,,,,
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,Fri,6:00 PM,7:00 PM,Confession,specific_weekday,English,Sacred Heart,,,,,
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,Sat,3:15 PM,4:00 PM,Confession,saturday,English,Sacred Heart,,,,,
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,Sun,10:45 AM,11:30 AM,Confession,sunday,English,Sacred Heart,,,,,
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,,2:00 PM,,Adoration/Divine Mercy Chaplet/Confessions,special_event,English,,,2026-04-12,,,Adoration/Divine Mercy Chaplet/Confessions; check bulletin
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,Thu,6:00 PM,7:00 PM,Adoration of the Blessed Sacrament,specific_weekday,English,Sacred Heart,,,,,exposition
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Adoration,Fri,6:00 PM,7:00 PM,Adoration of the Blessed Sacrament,specific_weekday,English,Sacred Heart,,,,,exposition
Sacred Heart Church,"893 Hamlet St, Columbus, Ohio 43201",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,5:00 PM,,Good Friday Service,special_event,English,Sacred Heart,,2026-04-03,,,Good Friday Service
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Mon,8:30 AM,,Public Mass,weekday,English,,,,,,livestream
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Tue,8:30 AM,,Public Mass,weekday,English,,,,,,livestream
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Wed,8:30 AM,,Public Mass,weekday,English,,,,,,livestream
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Thu,8:30 AM,,Public Mass,weekday,English,,,,,,livestream
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Fri,8:30 AM,,Public Mass,weekday,English,,,,,,livestream
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Sat,5:00 PM,,Public Mass,saturday,English,,,,,,livestream
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Sun,11:30 AM,,Public Mass,sunday,English,,,,,,livestream
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Sun,5:00 PM,,Public Mass,sunday,English,,,,,,livestream
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Sun,8:00 AM,,Public Mass,sunday,English,,,,,,livestream
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,Sun,9:30 AM,,Public Mass,sunday,English,,,,,,livestream
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,7:00 PM,,Holy Thursday Mass of the Lord's Supper,special_event,English,,,2025-04-02,,,Holy Thursday Mass of the Lord's Supper
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,,7:00 PM,,Mass of Remembrance,special_event,English,,,2025-11-02,,,Mass of Remembrance
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,Sat,3:30 PM,4:15 PM,Reconciliation,saturday,English,,,,,,
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Confession,,9:00 AM,10:00 AM,Confession,monthly,English,,first_friday_(recurring),,,,
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,5:00 PM,,Ash Wednesday,special_event,English,,,2025-02-18,,,Ash Wednesday; all with Holy Mass + ash distribution
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,5:00 PM,,"Solemnity of Mary, the Holy Mother of God",special_event,English,,,2025-12-31,,,"Solemnity of Mary, the Holy Mother of God; Vigil; Holy Day of Obligation"
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,7:00 PM,,Ash Wednesday,special_event,English,,,2025-02-18,,,Ash Wednesday; all with Holy Mass + ash distribution
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,8:30 AM,,Ash Wednesday,special_event,English,,,2025-02-18,,,Ash Wednesday; all with Holy Mass + ash distribution
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,9:30 AM,,"Solemnity of Mary, the Holy Mother of God",special_event,English,,,2025-01-01,,,"Solemnity of Mary, the Holy Mother of God; Holy Day of Obligation"
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,TBD,,Christmas,special_event,English,,,2025-12-24,,,Christmas TIME_TBD; Nativity of the Lord; Vigil; We welcome you and your family to our Christmas Eve and Christmas Masses!
Seton Parish,"600 Hill Rd N, Pickerington, Ohio 43147",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,,TBD,,Christmas,special_event,English,,,2025-12-25,,,Christmas TIME_TBD; Nativity of the Lord; We welcome you and your family to our Christmas Eve and Christmas Masses!
