Date,Date Sort,Day,Church,Address,Phone,Communities Served,Category,Time,End Time,Service Name,Language,Location,Notes
"Sat, Feb 21, 2026",2026-02-21,Saturday,Ascension,"555 S Main St, Johnstown",(740) 967-7871,Canal Winchester; Groveport; Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Other,8:30 AM,9:30 AM,{Type},English,Church,tags: exposition
"Sat, Feb 21, 2026",2026-02-21,Saturday,The Basilica of St. Mary of the Assumption,"132 S High St, Lancaster",(740) 653-0997,Canal Winchester; Groveport,Other,8:00 AM,,Diaconate Inquiry Session,English,,Diaconate Inquiry Session
"Sun, Feb 22, 2026",2026-02-22,Sunday,Christ The King Chapel--Ohio Dominican University,"1216 Sunbury Rd (Sansbury Hall), Columbus",(614) 251-4567,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:00 PM,,Mass,English,Chapel,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Christ the King,"2777 E Livingston Ave, Columbus",(614) 237-0401,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:00 AM,,Mass,english,Christ the King,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Christ the King,"2777 E Livingston Ave, Columbus",(614) 237-0401,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,12:30 PM,,Mass,spanish,Christ the King,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Holy Cross,"204 S Fifth St, Columbus",(614)224-1295,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,English,Holy Cross Church,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:00 PM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 PM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Holy Family,"584 W Broad St, Columbus",(614) 221-4323,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Holy Resurrection (Melkite) ,"4611 Glenmawr Ave, Columbus",(614) 654-1064,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Divine Liturgy,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Holy Spirit,"4383 E Broad St, Whitehall",(614) 861-1521,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,english,,check bulletin
"Sun, Feb 22, 2026",2026-02-22,Sunday,Holy Spirit,"4383 E Broad St, Whitehall",(614) 861-1521,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,english,,check bulletin
"Sun, Feb 22, 2026",2026-02-22,Sunday,Immaculate Conception Church,"414 E N Broadway, Columbus",(614) 267-9241,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,English,Immaculate Conception Parish,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Immaculate Conception Church,"414 E N Broadway, Columbus",(614) 267-9241,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,English,Immaculate Conception Parish,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Oratory of St. Leo,"221 Hanford St, Columbus",614-443-7685,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:30 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Oratory of St. Leo,"221 Hanford St, Columbus",614-443-7685,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,"Our Lady of Guadalupe, Star of the New Evangelization","154 E Patterson Ave, Columbus",(614) 262-0390,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,spanish,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,"Our Lady of Guadalupe, Star of the New Evangelization","154 E Patterson Ave, Columbus",(614) 262-0390,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:00 PM,,Mass,english,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,"Our Lady of Guadalupe, Star of the New Evangelization","154 E Patterson Ave, Columbus",(614) 262-0390,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:00 PM,,Mass,portuguese,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,"Our Lady of Guadalupe, Star of the New Evangelization","154 E Patterson Ave, Columbus",(614) 262-0390,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 AM,,Mass,spanish,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Lebanon [Maronite],"1559 Roxbury Rd, Marble Cliff",,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:30 AM,,Divine Liturgy,English,Our Lady of Victory Church,Followed by a Social Gathering
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Lourdes,"1033 W Fifth St, Marysville",(937) 644-6020,Hilliard,Mass,11:30 AM,,Mass,english,Our Lady of Lourdes,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Lourdes,"1033 W Fifth St, Marysville",(937) 644-6020,Hilliard,Mass,9:00 AM,,Mass,english,Our Lady of Lourdes,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Mount Carmel,"5133 Walnut Rd SE, Buckeye Lake",(740) 928-3266,Canal Winchester; Groveport,Mass,11:00 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Mount Carmel,"5133 Walnut Rd SE, Buckeye Lake",(740) 928-3266,Canal Winchester; Groveport,Mass,8:00 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Peace,"20 E Dominion Blvd, Columbus",(614) 263-8824,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:30 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Peace,"20 E Dominion Blvd, Columbus",(614) 263-8824,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:45 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Perpetual Help Church,"3730 Broadway, Grove City",(614) 875-3322,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:30 AM,,Holy Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Perpetual Help Church,"3730 Broadway, Grove City",(614) 875-3322,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Holy Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Victory,"1559 Roxbury Rd, Columbus",(614) 488-2428,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:00 AM,,Mass,english,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Victory,"1559 Roxbury Rd, Columbus",(614) 488-2428,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:30 AM,,Mass,english,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Our Lady of Victory,"1559 Roxbury Rd, Columbus",(614) 488-2428,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 AM,,Mass,english,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Resurrection,"6300 E Dublin - Granville Rd, New Albany",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,english,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Resurrection,"6300 E Dublin - Granville Rd, New Albany",(614) 855-1400,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,english,,livestream
"Sun, Feb 22, 2026",2026-02-22,Sunday,Sacred Heart Church,"893 Hamlet St, Columbus",(614) 294-5319,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:30 AM,,Mass,English,Sacred Heart,
"Sun, Feb 22, 2026",2026-02-22,Sunday,Seton Parish,"600 Hill Rd N, Pickerington",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:30 AM,,Public Mass,English,,livestream
"Sun, Feb 22, 2026",2026-02-22,Sunday,Seton Parish,"600 Hill Rd N, Pickerington",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:00 PM,,Public Mass,English,,livestream
"Sun, Feb 22, 2026",2026-02-22,Sunday,Seton Parish,"600 Hill Rd N, Pickerington",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 AM,,Public Mass,English,,livestream
"Sun, Feb 22, 2026",2026-02-22,Sunday,Seton Parish,"600 Hill Rd N, Pickerington",(614) 833-0482,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:30 AM,,Public Mass,English,,livestream
"Sun, Feb 22, 2026",2026-02-22,Sunday,St Edward the Confessor,"785 Newark-Granville Rd, Granville",(740) 587-3254,Canal Winchester,Mass,10:45 AM,,Mass,English,Church of St. Edward the Confessor,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St Edward the Confessor,"785 Newark-Granville Rd, Granville",(740) 587-3254,Canal Winchester,Mass,8:15 AM,,Mass,English,Church of St. Edward the Confessor,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Agatha,"1860 Northam Rd, Upper Arlington",(614) 488-6149,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Agatha,"1860 Northam Rd, Upper Arlington",(614) 488-6149,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Agnes,"2364 W Mound St, Columbus",(614) 276-5413,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,spanish,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Agnes,"2364 W Mound St, Columbus",(614) 276-5413,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,1:00 PM,,Mass,spanish,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Agnes,"2364 W Mound St, Columbus",(614) 276-5413,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,bilingual,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Aloysius,"2165 W Broad St, Columbus",(614) 276-6587,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:30 AM,,Mass,English,Saint Aloysius Church,note: Ghanaian
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Aloysius,"2165 W Broad St, Columbus",(614) 276-6587,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,english,Saint Aloysius Church,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",+1-614-451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,english,St. Andrew,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",(614) 451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",+1-614-451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:30 AM,,Mass,english,St. Andrew,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",(614) 451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:30 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",+1-614-451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:15 AM,,Mass,English,St. Andrew,livestream
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Andrew Catholic Church Parish Office,"1899 McCoy Rd, Columbus",(614) 451-4290,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:15 AM,,Mass,English,,livestream
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Bernadette,"1343 Wheeling Rd, Lancaster",(740) 654-1893,Canal Winchester; Groveport,Mass,10:00 AM,,Mass,english,St. Bernadette,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Bernadette,"1343 Wheeling Rd, Lancaster",(740) 654-1893,Canal Winchester; Groveport,Mass,7:30 PM,,Mass,english,St. Bernadette,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Brendan the Navigator,"4475 Dublin Rd, Hilliard",(614) 876-1272,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:45 AM,,Mass,English,,livestream
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Brendan the Navigator,"4475 Dublin Rd, Hilliard",(614) 876-1272,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:30 PM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Brendan the Navigator,"4475 Dublin Rd, Hilliard",(614) 876-1272,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:15 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Brendan the Navigator,"4475 Dublin Rd, Hilliard",(614) 876-1272,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:45 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Brigid of Kildare,"7179 Avery Rd, Dublin",(614) 761-3734,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,English,St. Brigid of Kildare Church,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Brigid of Kildare,"7179 Avery Rd, Dublin",(614) 761-3734,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,7:30 AM,,Mass,English,St. Brigid of Kildare Church,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Brigid of Kildare,"7179 Avery Rd, Dublin",(614) 761-3734,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,English,St. Brigid of Kildare Church,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Catharine,"500 S Gould Rd, Columbus",(614) 231-4509,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,english,St. Catharine,livestream; note: ASL Interpreted
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Catharine,"500 S Gould Rd, Columbus",(614) 231-4509,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,5:00 PM,,Mass,english,St. Catharine,livestream
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Catharine,"500 S Gould Rd, Columbus",(614) 231-4509,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:30 AM,,Mass,english,St. Catharine,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Cecilia,"434 Norton Rd, Columbus",(614) 878-5353,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:30 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Cecilia,"434 Norton Rd, Columbus",(614) 878-5353,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,12:30 PM,,Mass,spanish,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Cecilia,"434 Norton Rd, Columbus",(614) 878-5353,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,8:00 AM,,Mass,English,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Christopher,"1420 Grandview Ave, Columbus",614-754-8888,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:00 AM,,Mass,english,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Christopher,"1420 Grandview Ave, Columbus",614-754-8888,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,12:00 PM,,Mass,polish,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Christopher,"1420 Grandview Ave, Columbus",614-754-8888,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,6:00 PM,,Mass,english,,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Dominic,"451 N 20th St, Columbus",(614) 252-5926,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,10:00 AM,,Mass,english,St. Dominic Catholic Church,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Francis of Assisi,"386 Buttles Ave, Columbus",(614) 299-5781,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,English,St. Francis of Assisi,
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. Francis of Assisi,"386 Buttles Ave, Columbus",(614) 299-5781,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,9:00 AM,,Mass,English,St. Francis of Assisi,livestream
"Sun, Feb 22, 2026",2026-02-22,Sunday,St. James the Less,"1652 Oakland Park Ave, Columbus",(614) 262-1179,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,Mass,11:00 AM,,Mass,english,,
