slug,name,street,city,state_region,latitude,longitude,phone,website,mass_count,confession_count,adoration_count,has_perpetual_adoration,serving_communities,source_url,last_scraped
us-oh-hilliard-saint-brendan-8255a0ad,St. Brendan the Navigator,4475 Dublin Rd,Hilliard,Ohio,40.05359641,-83.1070915,(614) 876-1272,https://www.stbrendans.net/,14,0,0,False,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-johnstown-church-of-the-ascension-ab6bf6d6,Ascension,555 S Main St,Johnstown,Ohio,40.1453793,-82.67780197,(740) 967-7871,https://www.cotaj.org/,7,0,0,False,Canal Winchester; Groveport; Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-lancaster-saint-bernadette-5600400e,St. Bernadette,1343 Wheeling Rd,Lancaster,Ohio,39.7266475,-82.55975117,(740) 654-1893,https://stbernadetteparish.net,12,0,0,False,Canal Winchester; Groveport,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-lancaster-church-of-st-mark-721f0617,St. Mark,324 Gay St,Lancaster,Ohio,39.7119375,-82.6299375,17406531229,$undefined,0,0,0,False,Canal Winchester; Groveport,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-lancaster-st-mark-catholic-church-5cf338f7,St. Mark Catholic Church,324 Gay St,Lancaster,OH,39.7129009,-82.6319187,+1-740-653-1229,http://www.stmarklancaster.com,0,0,0,False,Canal Winchester; Groveport,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-lancaster-the-basilica-of-saint-mary-of-the-assumption-b1fa6271,The Basilica of St. Mary of the Assumption,132 S High St,Lancaster,Ohio,39.71286586,-82.59896544,(740) 653-0997,https://www.stmarylancaster.org,8,0,0,False,Canal Winchester; Groveport,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-london-saint-patrick-14a9ea1f,St. Patrick,61 S Union St,London,Ohio,39.88577681,-83.44632741,(740) 852-0942,https://www.stpatricklondon.org/,10,0,0,False,Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/hilliard-ohio,2026-02-20T20:09:52.002124+00:00
us-oh-marble-cliff-our-lady-of-lebanon-maronite-e3cfe390,Our Lady of Lebanon [Maronite],1559 Roxbury Rd,Marble Cliff,Ohio,39.987461,-83.088295,$undefined,http://ololcolumbus.org/,1,0,0,False,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-marysville-our-lady-of-lourdes-fa1ac021,Our Lady of Lourdes,1033 W Fifth St,Marysville,Ohio,40.23907882,-83.38501437,(937) 644-6020,https://www.olol.cc/,14,0,0,False,Hilliard,https://catholicindex.org/mass-times/hilliard-ohio,2026-02-20T20:09:52.002124+00:00
us-oh-mechanicsburg-st-michael-e9b4f888,St. Michael,40 Walnut St,Mechanicsburg,Ohio,40.07235453,-83.55818425,(937) 653-1375,https://www.champaigncatholics.org,4,0,0,False,Hilliard,https://catholicindex.org/mass-times/hilliard-ohio,2026-02-20T20:09:52.002124+00:00
us-oh-new-albany-church-of-the-resurrection-177b2bb8,Resurrection,6300 E Dublin - Granville Rd,New Albany,Ohio,40.08417614,-82.81970353,(614) 855-1400,https://www.cotrna.org,13,0,0,False,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-pickerington-seton-parish-0d0b5f2e,Seton Parish,600 Hill Rd N,Pickerington,Ohio,39.89817081,-82.76377934,(614) 833-0482,https://www.setonparish.com/,12,0,0,False,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-plain-city-saint-joseph-45a71e8d,St. Joseph,140 W Ave,Plain City,Ohio,40.10378253,-83.26677757,(614) 873-8850,https://www.stjosephpc.org,7,0,0,False,Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/hilliard-ohio,2026-02-20T20:09:52.002124+00:00
us-oh-powell-st-joan-of-arc-0f433fde,St. Joan of Arc,10700 Liberty Rd S,Powell,Ohio,40.1392549,-83.07370267,(614) 761-0905,https://spsjoa.org,10,0,0,False,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/groveport-ohio,2026-02-20T20:09:50.430076+00:00
us-oh-reynoldsburg-saint-pius-x-206b1010,St. Pius X,1051 Waggoner Rd,Reynoldsburg,Ohio,39.96301452,-82.79456426,(614) 866-2859,https://www.spxreynoldsburg.com,10,0,0,False,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-sugar-grove-saint-joseph-2fc6113f,St. Joseph,308 Elm St,Sugar Grove,Ohio,39.62713722,-82.54941258,(740) 654-1893,https://www.stjosephsugargrove.org,3,0,0,False,Canal Winchester; Groveport,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-sunbury-saint-john-neumann-901af492,St. John Neumann,9633 E State Rt 37,Sunbury,Ohio,40.26171359,-82.88968369,(740) 965-1358,https://www.saintjohnsunbury.org,14,0,0,False,Hilliard; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/hilliard-ohio,2026-02-20T20:09:52.002124+00:00
us-oh-upper-arlington-st-agatha-a89b5b93,St. Agatha,1860 Northam Rd,Upper Arlington,Ohio,40.01232224,-83.06127707,(614) 488-6149,https://www.st-agatha.org,10,0,0,False,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-west-jefferson-saints-simon-and-jude-4637f232,Sts. Simon and Jude,9350 High Free Pike,West Jefferson,Ohio,39.97677644,-83.25641967,(614) 879-8562,http://www.stsimonjude.org/,1,0,0,False,Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/groveport-ohio,2026-02-20T20:09:50.430076+00:00
us-oh-westerville-saint-paul-the-apostle-89302b83,St. Paul the Apostle,313 N State St,Westerville,Ohio,40.13447763,-82.93423901,(614) 882-2109,https://stpacc.org,15,0,0,False,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-whitehall-holy-spirit-1c2b21be,Holy Spirit,4383 E Broad St,Whitehall,Ohio,39.97473099,-82.8843124,(614) 861-1521,https://holyspiritcolumbus.org,7,0,0,False,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
us-oh-worthington-st-michael-the-archangel-8b61a971,St. Michael the Archangel,5750 N High St,Worthington,Ohio,40.07785562,-83.0180801,614-885-7814,http://www.saintmichael-cd.org/,17,0,0,False,Canal Winchester; Groveport; Hilliard; Grove City; Obetz; Hamilton Township; Lithopolis; Lockbourne; Madison Township; West Columbus; Lincoln Village; Prairie Township; Westgate; Galloway; Urbancrest; Commercial Point,https://catholicindex.org/mass-times/canal-winchester-ohio,2026-02-20T20:09:48.974676+00:00
